SCIENTIFIC NAME,LATITUDE,LONGITUDE,OBSERVATION DATE
Pyrocephalus rubinus,-16.7480953,-56.857471,1995-09-20
Pyrocephalus rubinus,-16.3044881,-56.6329336,1996-08-27
Pyrocephalus rubinus,-16.3044881,-56.6329336,1996-09-04
Pyrocephalus rubinus,-16.7842068,-56.844017,1996-09-06
Pyrocephalus rubinus,-9.1587927,-60.7340784,1997-07-30
Pyrocephalus rubinus,-9.1587927,-60.7340784,1997-08-03
Pyrocephalus rubinus,-16.3775494,-56.6130711,1997-08-08
Pyrocephalus rubinus,-16.7842068,-56.844017,1999-08-06
Pyrocephalus rubinus,-16.7480953,-56.857471,1999-08-08
Pyrocephalus rubinus,-16.6206959,-56.7353135,1999-08-09
Pyrocephalus rubinus,-16.7480953,-56.857471,1999-08-08
Pyrocephalus rubinus,-16.4569228,-56.69135,1999-08-05
Pyrocephalus rubinus,-16.6206959,-56.7353135,1999-08-09
Pyrocephalus rubinus,-16.7842068,-56.844017,1999-08-07
Pyrocephalus rubinus,-16.7842068,-56.844017,1999-08-06
Pyrocephalus rubinus,-16.7842068,-56.844017,1999-08-07
Pyrocephalus rubinus,-16.4569228,-56.69135,1999-08-05
Pyrocephalus rubinus,-16.6206959,-56.7353135,2000-09-05
Pyrocephalus rubinus,-16.7479566,-56.8570536,2000-09-07
Pyrocephalus rubinus,-16.6206959,-56.7353135,2000-09-06
Pyrocephalus rubinus,-16.571,-56.723,2001-06-15
Pyrocephalus rubinus,-16.406895,-56.669912,2001-06-28
Pyrocephalus rubinus,-16.7480953,-56.857471,2001-06-30
Pyrocephalus rubinus,-16.406895,-56.669912,2001-06-28
Pyrocephalus rubinus,-16.7480953,-56.857471,2001-06-29
Pyrocephalus rubinus,-16.7480953,-56.857471,2001-06-29
Pyrocephalus rubinus,-16.7480953,-56.857471,2001-06-30
Pyrocephalus rubinus,-16.7842068,-56.844017,2001-07-01
Pyrocephalus rubinus,-16.7842068,-56.844017,2001-07-01
Pyrocephalus rubinus,-16.7480953,-56.857471,2001-07-26
Pyrocephalus rubinus,-16.7480953,-56.857471,2001-07-02
Pyrocephalus rubinus,-16.3786111,-56.6208333,2001-07-25
Pyrocephalus rubinus,-16.7480953,-56.857471,2001-07-02
Pyrocephalus rubinus,-16.371533,-56.4697266,2001-07-26
Pyrocephalus rubinus,-16.5058721,-56.3585381,2001-09-22
Pyrocephalus rubinus,-15.5793273,-56.1049461,2002-05-26
Pyrocephalus rubinus,-16.7581146,-56.8772335,2002-06-04
Pyrocephalus rubinus,-16.338343,-55.833378,2002-07-13
Pyrocephalus rubinus,-16.7480953,-56.857471,2002-08-13
Pyrocephalus rubinus,-12.2326548,-55.0909424,2002-10-30
Pyrocephalus rubinus,-15.4580275,-55.764636,2003-06-21
Pyrocephalus rubinus,-16.7480953,-56.857471,2003-07-05
Pyrocephalus rubinus,-16.7480953,-56.857471,2003-07-03
Pyrocephalus rubinus,-15.6961775,-55.8926439,2003-08-28
Pyrocephalus rubinus,-16.6356806,-56.8038268,2003-08-14
Pyrocephalus rubinus,-16.6356806,-56.8038268,2003-08-15
Pyrocephalus rubinus,-16.6356806,-56.8038268,2003-08-13
Pyrocephalus rubinus,-17.0257651,-56.9592533,2003-09-14
Pyrocephalus rubinus,-16.3088514,-56.6365004,2003-09-16
Pyrocephalus rubinus,-16.9008364,-56.8471527,2003-09-13
Pyrocephalus rubinus,-16.348136,-56.6452718,2003-09-12
Pyrocephalus rubinus,-16.5122067,-56.7116076,2004-07-09
Pyrocephalus rubinus,-16.4569228,-56.69135,2004-08-06
Pyrocephalus rubinus,-16.4569228,-56.69135,2004-09-19
Pyrocephalus rubinus,-16.5030776,-56.7453337,2004-09-19
Pyrocephalus rubinus,-16.7581146,-56.8772335,2004-09-20
Pyrocephalus rubinus,-16.5030776,-56.7453337,2004-09-18
Pyrocephalus rubinus,-16.4569228,-56.69135,2004-09-21
Pyrocephalus rubinus,-16.7581146,-56.8772335,2004-09-22
Pyrocephalus rubinus,-16.5030776,-56.7453337,2004-09-23
Pyrocephalus rubinus,-17.197308,-56.75668,2005-04-21
Pyrocephalus rubinus,-16.559247,-56.757016,2005-04-20
Pyrocephalus rubinus,-16.7581146,-56.8772335,2005-04-20
Pyrocephalus rubinus,-17.1174301,-56.9291611,2005-04-19
Pyrocephalus rubinus,-17.31732,-56.756328,2005-04-19
Pyrocephalus rubinus,-16.5030776,-56.7453337,2005-04-21
Pyrocephalus rubinus,-16.7480953,-56.857471,2005-06-12
Pyrocephalus rubinus,-16.7480953,-56.857471,2005-06-11
Pyrocephalus rubinus,-16.7842068,-56.844017,2005-07-11
Pyrocephalus rubinus,-17.1174301,-56.9291611,2005-07-21
Pyrocephalus rubinus,-16.7842068,-56.844017,2005-07-12
Pyrocephalus rubinus,-17.1174301,-56.9291611,2005-07-22
Pyrocephalus rubinus,-16.6940787,-56.7663574,2005-07-23
Pyrocephalus rubinus,-15.1694417,-56.8537824,2005-07-10
Pyrocephalus rubinus,-16.6940787,-56.7663574,2005-07-21
Pyrocephalus rubinus,-16.6940787,-56.7663574,2005-07-22
Pyrocephalus rubinus,-16.4808867,-56.6925952,2005-08-14
Pyrocephalus rubinus,-16.3786111,-56.6208333,2005-08-12
Pyrocephalus rubinus,-16.4808867,-56.6925952,2005-08-16
Pyrocephalus rubinus,-16.3786111,-56.6208333,2005-08-12
Pyrocephalus rubinus,-16.4808867,-56.6925952,2005-08-15
Pyrocephalus rubinus,-16.4808867,-56.6925952,2005-08-13
Pyrocephalus rubinus,-16.7480953,-56.857471,2005-09-07
Pyrocephalus rubinus,-16.7480953,-56.857471,2005-09-05
Pyrocephalus rubinus,-16.345982,-55.8630431,2005-09-14
Pyrocephalus rubinus,-16.7480953,-56.857471,2005-09-04
Pyrocephalus rubinus,-16.7480953,-56.857471,2005-10-07
Pyrocephalus rubinus,-16.7480953,-56.857471,2005-10-09
Pyrocephalus rubinus,-16.3177122,-56.6403408,2006-07-29
Pyrocephalus rubinus,-16.3786111,-56.6208333,2006-07-04
Pyrocephalus rubinus,-9.8327213,-56.3165617,2006-08-18
Pyrocephalus rubinus,-10.6815259,-56.5447426,2006-09-08
Pyrocephalus rubinus,-16.4887,-56.6934,2006-10-08
Pyrocephalus rubinus,-16.3786111,-56.6208333,2007-06-19
Pyrocephalus rubinus,-16.5030776,-56.7453337,2007-06-20
Pyrocephalus rubinus,-16.3786111,-56.6208333,2007-06-12
Pyrocephalus rubinus,-16.3786111,-56.6208333,2007-06-19
Pyrocephalus rubinus,-16.6641508,-56.7931366,2007-06-20
Pyrocephalus rubinus,-16.7438933,-56.8606853,2007-06-21
Pyrocephalus rubinus,-9.6332163,-55.9393262,2007-06-13
Pyrocephalus rubinus,-16.7581146,-56.8772335,2007-06-21
Pyrocephalus rubinus,-17.1027162,-56.9430464,2007-07-14
Pyrocephalus rubinus,-9.6332163,-55.9393262,2007-08-11
Pyrocephalus rubinus,-16.7581146,-56.8772335,2007-09-24
Pyrocephalus rubinus,-16.7581146,-56.8772335,2007-09-24
Pyrocephalus rubinus,-16.4569228,-56.69135,2007-09-23
Pyrocephalus rubinus,-16.7581146,-56.8772335,2007-09-25
Pyrocephalus rubinus,-16.3786111,-56.6208333,2007-09-23
Pyrocephalus rubinus,-16.7581146,-56.8772335,2007-09-23
Pyrocephalus rubinus,-15.1694417,-56.8537824,2007-10-01
Pyrocephalus rubinus,-16.345982,-55.8630431,2008-04-14
Pyrocephalus rubinus,-16.345982,-55.8630431,2008-04-14
Pyrocephalus rubinus,-17.1027162,-56.9430464,2008-05-09
Pyrocephalus rubinus,-16.5122399,-56.7117691,2008-07-05
Pyrocephalus rubinus,-17.365132,-56.774826,2008-07-10
Pyrocephalus rubinus,-16.5309251,-56.6907342,2008-07-03
Pyrocephalus rubinus,-16.5122399,-56.7117691,2008-07-04
Pyrocephalus rubinus,-16.5122399,-56.7117691,2008-07-02
Pyrocephalus rubinus,-16.3786111,-56.6208333,2008-08-15
Pyrocephalus rubinus,-9.5972613,-55.9311079,2008-08-11
Pyrocephalus rubinus,-15.4580275,-55.764636,2008-08-21
Pyrocephalus rubinus,-9.5972613,-55.9311079,2008-08-11
Pyrocephalus rubinus,-16.7842068,-56.844017,2008-08-16
Pyrocephalus rubinus,-16.6206959,-56.7353135,2008-08-16
Pyrocephalus rubinus,-16.7842068,-56.844017,2008-08-17
Pyrocephalus rubinus,-16.2737172,-56.6243935,2008-08-20
Pyrocephalus rubinus,-16.4569228,-56.69135,2008-08-18
Pyrocephalus rubinus,-15.9213681,-56.43857,2008-08-14
Pyrocephalus rubinus,-16.3786111,-56.6208333,2008-08-15
Pyrocephalus rubinus,-17.1174301,-56.9291611,2008-08-17
Pyrocephalus rubinus,-15.9213681,-56.43857,2008-08-14
Pyrocephalus rubinus,-16.7842068,-56.844017,2008-08-18
Pyrocephalus rubinus,-16.6206959,-56.7353135,2008-08-16
Pyrocephalus rubinus,-17.1174301,-56.9291611,2008-08-17
Pyrocephalus rubinus,-16.4569228,-56.69135,2008-08-18
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-09-14
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-09-12
Pyrocephalus rubinus,-16.3786111,-56.6208333,2008-09-29
Pyrocephalus rubinus,-16.4080932,-56.596756,2008-09-15
Pyrocephalus rubinus,-9.6410307,-55.9382629,2008-09-07
Pyrocephalus rubinus,-16.3786111,-56.6208333,2008-09-28
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-09-30
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-09-13
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-09-12
Pyrocephalus rubinus,-15.4764835,-55.7585871,2008-09-16
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-09-30
Pyrocephalus rubinus,-9.5972613,-55.9311079,2008-09-07
Pyrocephalus rubinus,-16.3786111,-56.6208333,2008-09-28
Pyrocephalus rubinus,-16.3786111,-56.6208333,2008-09-28
Pyrocephalus rubinus,-16.3786111,-56.6208333,2008-09-16
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-09-30
Pyrocephalus rubinus,-16.3786111,-56.6208333,2008-09-29
Pyrocephalus rubinus,-16.5122399,-56.7117691,2008-09-14
Pyrocephalus rubinus,-9.8552161,-54.8822021,2008-09-11
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-10-02
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-10-01
Pyrocephalus rubinus,-16.7842068,-56.844017,2008-10-02
Pyrocephalus rubinus,-16.7581146,-56.8772335,2008-10-01
Pyrocephalus rubinus,-16.7842068,-56.844017,2008-10-02
Pyrocephalus rubinus,-16.3786111,-56.6208333,2009-04-26
Pyrocephalus rubinus,-16.7581146,-56.8772335,2009-06-30
Pyrocephalus rubinus,-16.7581146,-56.8772335,2009-06-29
Pyrocephalus rubinus,-16.7480953,-56.857471,2009-06-28
Pyrocephalus rubinus,-15.6237716,-56.0863209,2009-06-27
Pyrocephalus rubinus,-15.0079331,-59.9457321,2009-06-15
Pyrocephalus rubinus,-16.406895,-56.669912,2009-06-13
Pyrocephalus rubinus,-16.5122399,-56.7117691,2009-06-29
Pyrocephalus rubinus,-16.5030776,-56.7453337,2009-07-14
Pyrocephalus rubinus,-9.6332163,-55.9393262,2009-07-04
Pyrocephalus rubinus,-16.7581146,-56.8772335,2009-07-01
Pyrocephalus rubinus,-16.7581146,-56.8772335,2009-07-01
Pyrocephalus rubinus,-16.345982,-55.8630431,2009-07-21
Pyrocephalus rubinus,-16.6206959,-56.7353135,2009-08-09
Pyrocephalus rubinus,-16.3786111,-56.6208333,2009-08-04
Pyrocephalus rubinus,-15.0079331,-59.9457321,2009-08-16
Pyrocephalus rubinus,-16.3786111,-56.6208333,2009-08-03
Pyrocephalus rubinus,-15.5565127,-56.0058469,2009-09-12
Pyrocephalus rubinus,-15.0079331,-59.9457321,2009-09-02
Pyrocephalus rubinus,-16.2914718,-56.6294146,2010-05-29
Pyrocephalus rubinus,-16.7581146,-56.8772335,2010-07-07
Pyrocephalus rubinus,-17.2826279,-56.6988087,2010-07-22
Pyrocephalus rubinus,-9.6331301,-55.9401941,2010-07-02
Pyrocephalus rubinus,-16.7581146,-56.8772335,2010-07-04
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-07-18
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-07-19
Pyrocephalus rubinus,-17.2826279,-56.6988087,2010-07-20
Pyrocephalus rubinus,-16.3786111,-56.6208333,2010-07-05
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-07-19
Pyrocephalus rubinus,-17.2826279,-56.6988087,2010-07-21
Pyrocephalus rubinus,-17.2826279,-56.6988087,2010-07-20
Pyrocephalus rubinus,-16.6206959,-56.7353135,2010-07-20
Pyrocephalus rubinus,-17.2826279,-56.6988087,2010-07-21
Pyrocephalus rubinus,-16.6206959,-56.7353135,2010-07-20
Pyrocephalus rubinus,-16.7581146,-56.8772335,2010-07-03
Pyrocephalus rubinus,-17.2826279,-56.6988087,2010-07-22
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-07-06
Pyrocephalus rubinus,-17.2826279,-56.6988087,2010-07-21
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-07-22
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-07-20
Pyrocephalus rubinus,-17.2826279,-56.6988087,2010-07-22
Pyrocephalus rubinus,-16.6206959,-56.7353135,2010-07-19
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-07-22
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-07-22
Pyrocephalus rubinus,-17.2826279,-56.6988087,2010-07-20
Pyrocephalus rubinus,-16.6206959,-56.7353135,2010-07-19
Pyrocephalus rubinus,-16.7581146,-56.8772335,2010-07-06
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-07-19
Pyrocephalus rubinus,-16.6206959,-56.7353135,2010-07-19
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-07-18
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-07-20
Pyrocephalus rubinus,-16.7581146,-56.8772335,2010-07-05
Pyrocephalus rubinus,-16.6206959,-56.7353135,2010-07-20
Pyrocephalus rubinus,-9.4490618,-56.3598633,2010-07-29
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-07-20
Pyrocephalus rubinus,-9.5972613,-55.9311079,2010-07-29
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-08-02
Pyrocephalus rubinus,-16.5414304,-56.7663574,2010-08-10
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-08-06
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-08-03
Pyrocephalus rubinus,-16.7842068,-56.844017,2010-08-04
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-08-07
Pyrocephalus rubinus,-16.5122399,-56.7117691,2010-08-17
Pyrocephalus rubinus,-16.3786111,-56.6208333,2010-08-19
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-08-05
Pyrocephalus rubinus,-16.7842068,-56.844017,2010-08-04
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-08-04
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-08-05
Pyrocephalus rubinus,-16.3786111,-56.6208333,2010-08-03
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-08-07
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-08-05
Pyrocephalus rubinus,-17.1174301,-56.9291611,2010-08-06
Pyrocephalus rubinus,-16.7295914,-56.8089294,2010-08-09
Pyrocephalus rubinus,-16.3786111,-56.6208333,2010-08-02
Pyrocephalus rubinus,-16.3786111,-56.6208333,2010-08-18
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-08-16
Pyrocephalus rubinus,-16.71867,-56.83525,2010-09-01
Pyrocephalus rubinus,-16.5122399,-56.7117691,2010-09-26
Pyrocephalus rubinus,-16.0904338,-52.8312242,2010-09-16
Pyrocephalus rubinus,-17.3645242,-56.7751122,2010-09-02
Pyrocephalus rubinus,-17.3551005,-56.7720222,2010-09-17
Pyrocephalus rubinus,-16.3786111,-56.6208333,2010-09-22
Pyrocephalus rubinus,-16.70098,-56.84333,2010-09-01
Pyrocephalus rubinus,-16.34529,-55.86404,2010-09-05
Pyrocephalus rubinus,-16.4569228,-56.69135,2010-10-11
Pyrocephalus rubinus,-16.3786111,-56.6208333,2011-04-27
Pyrocephalus rubinus,-16.5122399,-56.7117691,2011-04-30
Pyrocephalus rubinus,-16.3786111,-56.6208333,2011-04-28
Pyrocephalus rubinus,-16.64406,-56.77075,2011-04-28
Pyrocephalus rubinus,-16.7581146,-56.8772335,2011-04-29
Pyrocephalus rubinus,-16.4569228,-56.69135,2011-05-01
Pyrocephalus rubinus,-16.5122399,-56.7117691,2011-05-15
Pyrocephalus rubinus,-16.5122399,-56.7117691,2011-05-16
Pyrocephalus rubinus,-15.4580275,-55.764636,2011-05-03
Pyrocephalus rubinus,-16.3788415,-56.6212499,2011-06-10
Pyrocephalus rubinus,-16.6202916,-56.7353113,2011-06-11
Pyrocephalus rubinus,-16.3788415,-56.6212499,2011-06-09
Pyrocephalus rubinus,-16.6202916,-56.7353113,2011-06-12
Pyrocephalus rubinus,-15.6105342,-56.0653567,2011-06-06
Pyrocephalus rubinus,-15.6105342,-56.0653567,2011-06-07
Pyrocephalus rubinus,-16.3788415,-56.6212499,2011-06-08
Pyrocephalus rubinus,-16.7775599,-56.850432,2011-07-11
Pyrocephalus rubinus,-7.3608722,-58.1379318,2011-07-14
Pyrocephalus rubinus,-15.4255537,-55.7799311,2011-08-11
Pyrocephalus rubinus,-16.5122399,-56.7117691,2011-08-14
Pyrocephalus rubinus,-16.7480953,-56.857471,2011-08-21
Pyrocephalus rubinus,-16.7480953,-56.857471,2011-08-23
Pyrocephalus rubinus,-17.3645242,-56.7751122,2011-08-22
Pyrocephalus rubinus,-16.3786111,-56.6208333,2011-08-21
Pyrocephalus rubinus,-9.6332163,-55.9393262,2011-08-16
Pyrocephalus rubinus,-9.5972613,-55.9311079,2011-08-15
Pyrocephalus rubinus,-17.3645242,-56.7751122,2011-08-23
Pyrocephalus rubinus,-16.3786111,-56.6208333,2011-08-19
Pyrocephalus rubinus,-16.3786111,-56.6208333,2011-08-20
Pyrocephalus rubinus,-16.7555929,-56.8755935,2011-08-24
Pyrocephalus rubinus,-17.2826279,-56.6988087,2011-08-22
Pyrocephalus rubinus,-9.6332163,-55.9393262,2011-08-20
Pyrocephalus rubinus,-9.5585522,-55.913018,2011-08-15
Pyrocephalus rubinus,-9.6332163,-55.9393262,2011-08-11
Pyrocephalus rubinus,-16.3786111,-56.6208333,2011-08-20
Pyrocephalus rubinus,-17.3645242,-56.7751122,2011-08-09
Pyrocephalus rubinus,-9.5972613,-55.9311079,2011-09-20
Pyrocephalus rubinus,-16.4569228,-56.69135,2011-09-19
Pyrocephalus rubinus,-9.6332163,-55.9393262,2011-09-22
Pyrocephalus rubinus,-16.3786111,-56.6208333,2011-09-12
Pyrocephalus rubinus,-17.3645242,-56.7751122,2011-09-15
Pyrocephalus rubinus,-17.3645242,-56.7751122,2011-09-14
Pyrocephalus rubinus,-9.6332163,-55.9393262,2011-09-25
Pyrocephalus rubinus,-16.7480953,-56.857471,2011-09-18
Pyrocephalus rubinus,-16.4569228,-56.69135,2011-10-01
Pyrocephalus rubinus,-17.0038009,-56.7856951,2012-06-28
Pyrocephalus rubinus,-17.0038009,-56.7856951,2012-06-28
Pyrocephalus rubinus,-17.1174301,-56.9291611,2012-06-11
Pyrocephalus rubinus,-16.6462563,-56.8296404,2012-06-27
Pyrocephalus rubinus,-16.4569228,-56.69135,2012-06-21
Pyrocephalus rubinus,-16.730445,-56.7197771,2012-06-26
Pyrocephalus rubinus,-9.7843763,-55.7419939,2012-06-22
Pyrocephalus rubinus,-16.7581146,-56.8772335,2012-06-12
Pyrocephalus rubinus,-16.5030776,-56.7453337,2012-06-14
Pyrocephalus rubinus,-16.522537,-56.6758318,2012-06-29
Pyrocephalus rubinus,-16.6462563,-56.8296404,2012-06-27
Pyrocephalus rubinus,-9.7843763,-55.7419939,2012-06-22
Pyrocephalus rubinus,-16.730445,-56.7197771,2012-06-26
Pyrocephalus rubinus,-16.477768,-56.6538592,2012-06-26
Pyrocephalus rubinus,-16.522537,-56.6758318,2012-06-29
Pyrocephalus rubinus,-16.4569228,-56.69135,2012-06-10
Pyrocephalus rubinus,-16.477768,-56.6538592,2012-06-26
Pyrocephalus rubinus,-17.2826279,-56.6988087,2012-06-12
Pyrocephalus rubinus,-17.0038009,-56.7856951,2012-06-29
Pyrocephalus rubinus,-17.0038009,-56.7856951,2012-06-29
Pyrocephalus rubinus,-17.2826279,-56.6988087,2012-06-13
Pyrocephalus rubinus,-17.1174301,-56.9291611,2012-06-13
Pyrocephalus rubinus,-16.345982,-55.8630431,2012-07-08
Pyrocephalus rubinus,-9.7843226,-56.0355708,2012-07-23
Pyrocephalus rubinus,-16.345982,-55.8630431,2012-07-08
Pyrocephalus rubinus,-15.4580275,-55.764636,2012-07-23
Pyrocephalus rubinus,-16.3786111,-56.6208333,2012-07-29
Pyrocephalus rubinus,-15.6206107,-57.9659445,2012-07-05
Pyrocephalus rubinus,-15.260837,-58.4526402,2012-07-27
Pyrocephalus rubinus,-15.6206107,-57.9659445,2012-07-07
Pyrocephalus rubinus,-15.3301904,-58.5779544,2012-07-25
Pyrocephalus rubinus,-16.3786111,-56.6208333,2012-07-30
Pyrocephalus rubinus,-16.345982,-55.8630431,2012-07-08
Pyrocephalus rubinus,-17.2826279,-56.6988087,2012-08-01
Pyrocephalus rubinus,-16.3786111,-56.6208333,2012-08-12
Pyrocephalus rubinus,-17.1174301,-56.9291611,2012-08-10
Pyrocephalus rubinus,-16.4569228,-56.69135,2012-08-13
Pyrocephalus rubinus,-16.5123524,-56.7117685,2012-08-22
Pyrocephalus rubinus,-16.7581146,-56.8772335,2012-08-08
Pyrocephalus rubinus,-16.570503,-56.727147,2012-08-05
Pyrocephalus rubinus,-16.5122399,-56.7117691,2012-08-12
Pyrocephalus rubinus,-16.3786111,-56.6208333,2012-08-13
Pyrocephalus rubinus,-16.7480953,-56.857471,2012-08-13
Pyrocephalus rubinus,-14.8671151,-55.5426324,2012-08-12
Pyrocephalus rubinus,-16.5123524,-56.7117685,2012-08-20
Pyrocephalus rubinus,-16.3786111,-56.6208333,2012-08-14
Pyrocephalus rubinus,-16.7480953,-56.857471,2012-08-14
Pyrocephalus rubinus,-17.2826279,-56.6988087,2012-08-10
Pyrocephalus rubinus,-16.7480953,-56.857471,2012-08-09
Pyrocephalus rubinus,-15.6078,-56.1102,2012-08-04
Pyrocephalus rubinus,-13.5407027,-56.6315174,2012-08-01
Pyrocephalus rubinus,-16.7581146,-56.8772335,2012-08-02
Pyrocephalus rubinus,-16.7581146,-56.8772335,2012-08-03
Pyrocephalus rubinus,-12.8357366,-52.3832846,2012-09-02
Pyrocephalus rubinus,-16.5028049,-56.7452379,2012-09-08
Pyrocephalus rubinus,-17.3645242,-56.7751122,2012-09-18
Pyrocephalus rubinus,-16.6062513,-56.7215813,2012-09-07
Pyrocephalus rubinus,-17.3645242,-56.7751122,2012-09-17
Pyrocephalus rubinus,-16.3786111,-56.6208333,2012-09-03
Pyrocephalus rubinus,-17.3645242,-56.7751122,2012-09-06
Pyrocephalus rubinus,-16.7480953,-56.857471,2012-09-14
Pyrocephalus rubinus,-15.4580275,-55.764636,2012-09-24
Pyrocephalus rubinus,-16.4569228,-56.69135,2012-09-16
Pyrocephalus rubinus,-17.3645242,-56.7751122,2012-09-20
Pyrocephalus rubinus,-17.3645242,-56.7751122,2012-10-11
Pyrocephalus rubinus,-17.3645242,-56.7751122,2012-10-11
Pyrocephalus rubinus,-15.5008606,-60.0836009,2013-04-30
Pyrocephalus rubinus,-16.5030776,-56.7453337,2013-05-20
Pyrocephalus rubinus,-16.512029,-56.7118979,2013-05-13
Pyrocephalus rubinus,-17.1174301,-56.9291611,2013-05-23
Pyrocephalus rubinus,-16.7581146,-56.8772335,2013-05-24
Pyrocephalus rubinus,-17.1174301,-56.9291611,2013-05-23
Pyrocephalus rubinus,-9.5972613,-55.9311079,2013-05-28
Pyrocephalus rubinus,-9.6332163,-55.9393262,2013-05-15
Pyrocephalus rubinus,-17.3645242,-56.7751122,2013-05-22
Pyrocephalus rubinus,-16.512029,-56.7118979,2013-05-12
Pyrocephalus rubinus,-16.6196209,-56.7346988,2013-06-18
Pyrocephalus rubinus,-16.2916238,-56.5829557,2013-06-10
Pyrocephalus rubinus,-16.3882313,-56.5896033,2013-06-25
Pyrocephalus rubinus,-16.7842068,-56.844017,2013-06-17
Pyrocephalus rubinus,-16.2916238,-56.5829557,2013-06-12
Pyrocephalus rubinus,-16.5122399,-56.7117691,2013-06-15
Pyrocephalus rubinus,-16.5122399,-56.7117691,2013-06-19
Pyrocephalus rubinus,-16.5030776,-56.7453337,2013-06-26
Pyrocephalus rubinus,-16.5122399,-56.7117691,2013-06-16
Pyrocephalus rubinus,-16.7842068,-56.844017,2013-06-17
Pyrocephalus rubinus,-17.3645242,-56.7751122,2013-06-28
Pyrocephalus rubinus,-16.3882313,-56.5896033,2013-06-25
Pyrocephalus rubinus,-16.5122399,-56.7117691,2013-06-15
Pyrocephalus rubinus,-16.4521523,-56.6770402,2013-06-25
Pyrocephalus rubinus,-17.3645242,-56.7751122,2013-06-28
Pyrocephalus rubinus,-16.6196209,-56.7346988,2013-06-18
Pyrocephalus rubinus,-16.5122399,-56.7117691,2013-06-19
Pyrocephalus rubinus,-16.5122399,-56.7117691,2013-06-16
Pyrocephalus rubinus,-16.5044313,-56.6752026,2013-06-28
Pyrocephalus rubinus,-16.2916238,-56.5829557,2013-06-11
Pyrocephalus rubinus,-16.5030776,-56.7453337,2013-07-29
Pyrocephalus rubinus,-16.6199081,-56.7360592,2013-07-30
Pyrocephalus rubinus,-16.5030776,-56.7453337,2013-07-30
Pyrocephalus rubinus,-16.3786111,-56.6208333,2013-07-21
Pyrocephalus rubinus,-17.3061326,-56.7165542,2013-07-12
Pyrocephalus rubinus,-16.4569228,-56.69135,2013-07-22
Pyrocephalus rubinus,-16.7581146,-56.8772335,2013-07-27
Pyrocephalus rubinus,-16.788153,-56.849438,2013-07-31
Pyrocephalus rubinus,-16.3786111,-56.6208333,2013-07-31
Pyrocephalus rubinus,-16.3786111,-56.6208333,2013-07-30
Pyrocephalus rubinus,-16.3786111,-56.6208333,2013-07-15
Pyrocephalus rubinus,-17.3061326,-56.7165542,2013-07-13
Pyrocephalus rubinus,-17.3645242,-56.7751122,2013-07-06
Pyrocephalus rubinus,-16.5030776,-56.7453337,2013-08-15
Pyrocephalus rubinus,-16.7581146,-56.8772335,2013-08-04
Pyrocephalus rubinus,-16.4569228,-56.69135,2013-08-11
Pyrocephalus rubinus,-16.4569228,-56.69135,2013-08-29
Pyrocephalus rubinus,-17.1174301,-56.9291611,2013-08-28
Pyrocephalus rubinus,-16.5030776,-56.7453337,2013-08-14
Pyrocephalus rubinus,-9.6332163,-55.9393262,2013-08-04
Pyrocephalus rubinus,-16.4569228,-56.69135,2013-08-27
Pyrocephalus rubinus,-16.6206959,-56.7353135,2013-08-11
Pyrocephalus rubinus,-16.4569228,-56.69135,2013-08-31
Pyrocephalus rubinus,-17.1174301,-56.9291611,2013-08-29
Pyrocephalus rubinus,-9.5972613,-55.9311079,2013-08-27
Pyrocephalus rubinus,-16.3786111,-56.6208333,2013-08-06
Pyrocephalus rubinus,-9.5972613,-55.9311079,2013-08-18
Pyrocephalus rubinus,-17.1027162,-56.9430464,2013-08-12
Pyrocephalus rubinus,-17.2992208,-56.8381275,2013-08-04
